category,item,variety,price,unit,month,year
vegetable,cabbage,red,0.36,kg,2,2021
vegetable,cabbage,savoy,0.53,head,2,2021
vegetable,spring_greens,prepacked,1.1,kg,2,2021
vegetable,cabbage,white,0.35,kg,2,2021
vegetable,cabbage,round_green_other,0.54,head,2,2021
vegetable,carrots,topped_washed,0.51,kg,2,2021
vegetable,cauliflower,all,0.96,head,2,2021
vegetable,celeriac,celeriac,0.65,kg,2,2021
vegetable,leeks,trimmed,2.1,kg,2,2021
vegetable,lettuce,butterhead_indoor,0.45,head,2,2021
vegetable,lettuce,little_gem,0.77,twin,2,2021
vegetable,onion,bulb_brown,0.43,kg,2,2021
vegetable,onion,bulb_red,0.5,kg,2,2021
vegetable,swede,swede,0.23,kg,2,2021
vegetable,turnip,turnip,1.7,kg,2,2021
vegetable,parsnips,all_varieties,1,kg,2,2021
vegetable,rhubarb,forced,4.39,kg,2,2021
cut_flowers,tulips,tulips,0.22,stem,2,2021
fruit,apples,bramleys_seedling,1.1,kg,2,2021
fruit,apples,coxs_orange_group,1.44,kg,2,2021
fruit,apples,egremont_russet,1.28,kg,2,2021
fruit,apples,braeburn,0.92,kg,2,2021
fruit,apples,gala,0.96,kg,2,2021
fruit,apples,other_late_season,0.98,kg,2,2021
fruit,pears,conference,1.01,kg,2,2021
fruit,pears,doyenne_du_comice,0.95,kg,2,2021
vegetable,beetroot,beetroot,0.45,kg,2,2021
vegetable,brussels_sprouts,brussels_sprouts,0.81,kg,2,2021
vegetable,pak_choi,pak_choi,2.87,kg,2,2021
vegetable,curly_kale,curly_kale,2.86,kg,2,2021
vegetable,cabbage,red,0.35,kg,2,2021
vegetable,cabbage,savoy,0.48,head,2,2021
vegetable,spring_greens,prepacked,1.06,kg,2,2021
vegetable,cabbage,white,0.36,kg,2,2021
vegetable,cabbage,round_green_other,0.52,head,2,2021
vegetable,carrots,topped_washed,0.47,kg,2,2021
vegetable,cauliflower,all,0.88,head,2,2021
vegetable,celeriac,celeriac,0.65,kg,2,2021
vegetable,leeks,trimmed,1.49,kg,2,2021
vegetable,lettuce,butterhead_indoor,0.46,head,2,2021
vegetable,lettuce,little_gem,0.81,twin,2,2021
vegetable,onion,bulb_brown,0.43,kg,2,2021
vegetable,onion,bulb_red,0.53,kg,2,2021
vegetable,swede,swede,0.22,kg,2,2021
vegetable,turnip,turnip,1.66,kg,2,2021
vegetable,parsnips,all_varieties,0.99,kg,2,2021
vegetable,rhubarb,forced,4.59,kg,2,2021
cut_flowers,tulips,tulips,0.22,stem,2,2021
fruit,apples,bramleys_seedling,1.11,kg,1,2021
fruit,apples,coxs_orange_group,1.29,kg,1,2021
fruit,apples,egremont_russet,1.6,kg,1,2021
fruit,apples,braeburn,0.97,kg,1,2021
fruit,apples,gala,0.98,kg,1,2021
fruit,apples,other_late_season,0.99,kg,1,2021
fruit,pears,conference,1.04,kg,1,2021
fruit,pears,doyenne_du_comice,0.95,kg,1,2021
vegetable,beetroot,beetroot,0.45,kg,1,2021
vegetable,brussels_sprouts,brussels_sprouts,0.81,kg,1,2021
vegetable,pak_choi,pak_choi,2.83,kg,1,2021
vegetable,curly_kale,curly_kale,2.85,kg,1,2021
vegetable,cabbage,red,0.35,kg,1,2021
vegetable,cabbage,savoy,0.48,head,1,2021
vegetable,spring_greens,prepacked,1.06,kg,1,2021
vegetable,cabbage,white,0.34,kg,1,2021
vegetable,cabbage,round_green_other,0.52,head,1,2021
vegetable,carrots,topped_washed,0.48,kg,1,2021
vegetable,cauliflower,all,1.02,head,1,2021
vegetable,celeriac,celeriac,0.65,kg,1,2021
vegetable,chinese_leaf,chinese_leaf,1.07,kg,1,2021
vegetable,leeks,trimmed,1.4,kg,1,2021
vegetable,lettuce,butterhead_indoor,0.48,head,1,2021
vegetable,lettuce,little_gem,0.82,twin,1,2021
vegetable,onion,bulb_brown,0.42,kg,1,2021
vegetable,onion,bulb_red,0.54,kg,1,2021
vegetable,swede,swede,0.22,kg,1,2021
vegetable,turnip,turnip,1.73,kg,1,2021
vegetable,parsnips,all_varieties,1,kg,1,2021
vegetable,rhubarb,forced,4.52,kg,1,2021
cut_flowers,tulips,tulips,0.22,stem,1,2021
fruit,apples,bramleys_seedling,1.12,kg,1,2021
fruit,apples,coxs_orange_group,1.26,kg,1,2021
fruit,apples,egremont_russet,1.53,kg,1,2021
fruit,apples,braeburn,0.88,kg,1,2021
fruit,apples,gala,1.05,kg,1,2021
fruit,apples,other_late_season,0.95,kg,1,2021
fruit,pears,conference,0.97,kg,1,2021
fruit,pears,doyenne_du_comice,0.96,kg,1,2021
vegetable,beetroot,beetroot,0.46,kg,1,2021
vegetable,brussels_sprouts,brussels_sprouts,0.81,kg,1,2021
vegetable,pak_choi,pak_choi,2.75,kg,1,2021
vegetable,curly_kale,curly_kale,2.87,kg,1,2021
vegetable,cabbage,red,0.37,kg,1,2021
vegetable,cabbage,savoy,0.5,head,1,2021
vegetable,spring_greens,prepacked,1.04,kg,1,2021
vegetable,cabbage,white,0.36,kg,1,2021
vegetable,cabbage,round_green_other,0.53,head,1,2021
vegetable,carrots,topped_washed,0.48,kg,1,2021
vegetable,cauliflower,all,1.28,head,1,2021
vegetable,celeriac,celeriac,0.65,kg,1,2021
vegetable,chinese_leaf,chinese_leaf,1.07,kg,1,2021
vegetable,leeks,trimmed,1.43,kg,1,2021
vegetable,lettuce,butterhead_indoor,0.45,head,1,2021
vegetable,lettuce,little_gem,0.87,twin,1,2021
vegetable,onion,bulb_brown,0.42,kg,1,2021
vegetable,onion,bulb_red,0.52,kg,1,2021
vegetable,swede,swede,0.22,kg,1,2021
vegetable,turnip,turnip,1.62,kg,1,2021
vegetable,parsnips,all_varieties,1.03,kg,1,2021
vegetable,rhubarb,forced,4.6,kg,1,2021
cut_flowers,tulips,tulips,0.22,stem,1,2021
fruit,apples,bramleys_seedling,1.13,kg,1,2021
fruit,apples,coxs_orange_group,1.25,kg,1,2021
fruit,apples,egremont_russet,1.56,kg,1,2021
fruit,apples,braeburn,1.02,kg,1,2021
fruit,apples,gala,1.07,kg,1,2021
fruit,apples,other_late_season,1.04,kg,1,2021
fruit,pears,conference,1.01,kg,1,2021
fruit,pears,doyenne_du_comice,0.96,kg,1,2021
vegetable,beetroot,beetroot,0.43,kg,1,2021
vegetable,brussels_sprouts,brussels_sprouts,0.82,kg,1,2021
vegetable,pak_choi,pak_choi,2.74,kg,1,2021
vegetable,curly_kale,curly_kale,2.85,kg,1,2021
vegetable,cabbage,red,0.36,kg,1,2021
vegetable,cabbage,savoy,0.47,head,1,2021
vegetable,spring_greens,prepacked,1.05,kg,1,2021
vegetable,cabbage,white,0.35,kg,1,2021
vegetable,cabbage,round_green_other,0.53,head,1,2021
vegetable,carrots,topped_washed,0.49,kg,1,2021
vegetable,cauliflower,all,1.47,head,1,2021
vegetable,celeriac,celeriac,0.66,kg,1,2021
vegetable,chinese_leaf,chinese_leaf,1.04,kg,1,2021
vegetable,leeks,trimmed,1.4,kg,1,2021
vegetable,lettuce,butterhead_indoor,0.46,head,1,2021
vegetable,lettuce,little_gem,0.83,twin,1,2021
vegetable,onion,bulb_brown,0.42,kg,1,2021
vegetable,onion,bulb_red,0.52,kg,1,2021
vegetable,swede,swede,0.22,kg,1,2021
vegetable,turnip,turnip,1.7,kg,1,2021
vegetable,parsnips,all_varieties,1.02,kg,1,2021
vegetable,rhubarb,forced,4.13,kg,1,2021
cut_flowers,tulips,tulips,0.23,stem,1,2021
fruit,apples,bramleys_seedling,1.15,kg,1,2021
fruit,apples,coxs_orange_group,1.2,kg,1,2021
fruit,apples,egremont_russet,1.71,kg,1,2021
fruit,apples,braeburn,0.96,kg,1,2021
fruit,apples,gala,0.96,kg,1,2021
fruit,apples,other_late_season,1.01,kg,1,2021
fruit,pears,conference,1,kg,1,2021
fruit,pears,doyenne_du_comice,0.95,kg,1,2021
vegetable,beetroot,beetroot,0.46,kg,1,2021
vegetable,brussels_sprouts,brussels_sprouts,0.84,kg,1,2021
vegetable,pak_choi,pak_choi,2.68,kg,1,2021
vegetable,curly_kale,curly_kale,2.79,kg,1,2021
vegetable,cabbage,red,0.35,kg,1,2021
vegetable,cabbage,savoy,0.47,head,1,2021
vegetable,spring_greens,prepacked,0.97,kg,1,2021
vegetable,cabbage,white,0.35,kg,1,2021
vegetable,cabbage,round_green_other,0.52,head,1,2021
vegetable,carrots,topped_washed,0.47,kg,1,2021
vegetable,cauliflower,all,1.03,head,1,2021
vegetable,celeriac,celeriac,0.66,kg,1,2021
vegetable,chinese_leaf,chinese_leaf,0.99,kg,1,2021
vegetable,leeks,trimmed,1.38,kg,1,2021
vegetable,lettuce,butterhead_indoor,0.45,head,1,2021
vegetable,lettuce,little_gem,0.78,twin,1,2021
vegetable,onion,bulb_brown,0.4,kg,1,2021
vegetable,onion,bulb_red,0.53,kg,1,2021
vegetable,swede,swede,0.22,kg,1,2021
vegetable,turnip,turnip,1.69,kg,1,2021
vegetable,parsnips,all_varieties,1.03,kg,1,2021
cut_flowers,tulips,tulips,0.23,stem,1,2021
fruit,apples,bramleys_seedling,1.07,kg,12,2020
fruit,apples,coxs_orange_group,1.03,kg,12,2020
fruit,apples,egremont_russet,1.52,kg,12,2020
fruit,apples,braeburn,0.91,kg,12,2020
fruit,apples,gala,0.94,kg,12,2020
fruit,apples,other_late_season,0.99,kg,12,2020
fruit,pears,conference,0.89,kg,12,2020
fruit,pears,doyenne_du_comice,0.9,kg,12,2020
fruit,strawberries,strawberries,5,kg,12,2020
vegetable,beetroot,beetroot,0.47,kg,12,2020
vegetable,brussels_sprouts,brussels_sprouts,0.82,kg,12,2020
vegetable,pak_choi,pak_choi,2.61,kg,12,2020
vegetable,curly_kale,curly_kale,2.78,kg,12,2020
vegetable,cabbage,red,0.38,kg,12,2020
vegetable,cabbage,savoy,0.52,head,12,2020
vegetable,spring_greens,prepacked,0.91,kg,12,2020
vegetable,cabbage,white,0.38,kg,12,2020
vegetable,cabbage,round_green_other,0.51,head,12,2020
vegetable,carrots,topped_washed,0.46,kg,12,2020
vegetable,cauliflower,all,0.65,head,12,2020
vegetable,celery,all_washed,0.67,kg,12,2020
vegetable,celeriac,celeriac,0.75,kg,12,2020
vegetable,chinese_leaf,chinese_leaf,0.98,kg,12,2020
vegetable,leeks,trimmed,1.18,kg,12,2020
vegetable,lettuce,butterhead_indoor,0.39,head,12,2020
vegetable,lettuce,little_gem,0.78,twin,12,2020
vegetable,onion,bulb_brown,0.38,kg,12,2020
vegetable,onion,bulb_red,0.52,kg,12,2020
vegetable,swede,swede,0.22,kg,12,2020
vegetable,turnip,turnip,1.17,kg,12,2020
vegetable,parsnips,all_varieties,0.95,kg,12,2020
cut_flowers,tulips,tulips,0.22,stem,12,2020
fruit,apples,bramleys_seedling,1.04,kg,12,2020
fruit,apples,coxs_orange_group,1.03,kg,12,2020
fruit,apples,egremont_russet,1.44,kg,12,2020
fruit,apples,braeburn,0.87,kg,12,2020
fruit,apples,gala,0.94,kg,12,2020
fruit,apples,other_late_season,0.94,kg,12,2020
fruit,pears,conference,0.87,kg,12,2020
fruit,pears,doyenne_du_comice,0.92,kg,12,2020
fruit,pears,other,0.67,kg,12,2020
vegetable,beetroot,beetroot,0.46,kg,12,2020
vegetable,brussels_sprouts,brussels_sprouts,0.81,kg,12,2020
vegetable,pak_choi,pak_choi,2.6,kg,12,2020
vegetable,curly_kale,curly_kale,2.75,kg,12,2020
vegetable,cabbage,red,0.39,kg,12,2020
vegetable,cabbage,savoy,0.5,head,12,2020
vegetable,spring_greens,prepacked,0.82,kg,12,2020
vegetable,cabbage,white,0.36,kg,12,2020
vegetable,cabbage,round_green_other,0.48,head,12,2020
vegetable,carrots,topped_washed,0.46,kg,12,2020
vegetable,cauliflower,all,0.71,head,12,2020
vegetable,celery,all_washed,0.61,kg,12,2020
vegetable,celeriac,celeriac,0.75,kg,12,2020
vegetable,chinese_leaf,chinese_leaf,0.99,kg,12,2020
vegetable,leeks,trimmed,1.18,kg,12,2020
vegetable,lettuce,butterhead_indoor,0.39,head,12,2020
vegetable,lettuce,little_gem,0.73,twin,12,2020
vegetable,onion,bulb_brown,0.39,kg,12,2020
vegetable,onion,bulb_red,0.52,kg,12,2020
vegetable,swede,swede,0.21,kg,12,2020
vegetable,turnip,turnip,1.13,kg,12,2020
vegetable,parsnips,all_varieties,0.92,kg,12,2020
cut_flowers,tulips,tulips,0.22,stem,12,2020
fruit,apples,bramleys_seedling,1.04,kg,12,2020
fruit,apples,coxs_orange_group,1.02,kg,12,2020
fruit,apples,egremont_russet,1.4,kg,12,2020
fruit,apples,braeburn,0.86,kg,12,2020
fruit,apples,gala,0.93,kg,12,2020
fruit,apples,other_late_season,0.97,kg,12,2020
fruit,pears,conference,0.84,kg,12,2020
fruit,pears,doyenne_du_comice,1.03,kg,12,2020
fruit,pears,other,0.67,kg,12,2020
vegetable,beetroot,beetroot,0.47,kg,12,2020
vegetable,brussels_sprouts,brussels_sprouts,0.81,kg,12,2020
vegetable,pak_choi,pak_choi,2.64,kg,12,2020
vegetable,curly_kale,curly_kale,2.84,kg,12,2020
vegetable,cabbage,red,0.38,kg,12,2020
vegetable,cabbage,savoy,0.5,head,12,2020
vegetable,spring_greens,prepacked,0.8,kg,12,2020
vegetable,cabbage,white,0.36,kg,12,2020
vegetable,cabbage,round_green_other,0.48,head,12,2020
vegetable,carrots,topped_washed,0.46,kg,12,2020
vegetable,cauliflower,all,0.5,head,12,2020
vegetable,celery,all_washed,0.65,kg,12,2020
vegetable,celeriac,celeriac,0.75,kg,12,2020
vegetable,chinese_leaf,chinese_leaf,0.98,kg,12,2020
vegetable,leeks,trimmed,1.16,kg,12,2020
vegetable,lettuce,butterhead_indoor,0.39,head,12,2020
vegetable,lettuce,little_gem,0.73,twin,12,2020
vegetable,onion,bulb_brown,0.38,kg,12,2020
vegetable,onion,bulb_red,0.49,kg,12,2020
vegetable,swede,swede,0.21,kg,12,2020
vegetable,turnip,turnip,1.17,kg,12,2020
vegetable,parsnips,all_varieties,0.95,kg,12,2020
cut_flowers,tulips,tulips,0.22,stem,12,2020
fruit,apples,bramleys_seedling,1,kg,11,2020
fruit,apples,coxs_orange_group,0.95,kg,11,2020
fruit,apples,egremont_russet,1.5,kg,11,2020
fruit,apples,braeburn,0.81,kg,11,2020
fruit,apples,gala,0.93,kg,11,2020
fruit,apples,other_late_season,0.97,kg,11,2020
fruit,pears,conference,0.89,kg,11,2020
fruit,pears,doyenne_du_comice,1.07,kg,11,2020
fruit,pears,other,0.67,kg,11,2020
fruit,strawberries,strawberries,5.19,kg,11,2020
vegetable,beetroot,beetroot,0.46,kg,11,2020
vegetable,brussels_sprouts,brussels_sprouts,0.79,kg,11,2020
vegetable,pak_choi,pak_choi,2.5,kg,11,2020
vegetable,curly_kale,curly_kale,2.52,kg,11,2020
vegetable,cabbage,red,0.4,kg,11,2020
vegetable,cabbage,savoy,0.48,head,11,2020
vegetable,spring_greens,prepacked,0.81,kg,11,2020
vegetable,cabbage,summer_autumn_pointed,0.58,kg,11,2020
vegetable,cabbage,white,0.37,kg,11,2020
vegetable,cabbage,round_green_other,0.47,head,11,2020
vegetable,capsicum,green,0.7,kg,11,2020
vegetable,capsicum,red,0.71,kg,11,2020
vegetable,capsicum,elongated,1.09,kg,11,2020
vegetable,carrots,topped_washed,0.47,kg,11,2020
vegetable,cauliflower,all,0.47,head,11,2020
vegetable,celery,all_washed,0.68,kg,11,2020
vegetable,celeriac,celeriac,0.76,kg,11,2020
vegetable,chinese_leaf,chinese_leaf,0.96,kg,11,2020
vegetable,leeks,trimmed,1.18,kg,11,2020
vegetable,lettuce,butterhead_indoor,0.38,head,11,2020
vegetable,lettuce,cos,0.52,head,11,2020
vegetable,lettuce,little_gem,0.66,twin,11,2020
vegetable,onion,bulb_brown,0.37,kg,11,2020
vegetable,onion,bulb_red,0.54,kg,11,2020
vegetable,swede,swede,0.22,kg,11,2020
vegetable,turnip,turnip,1.18,kg,11,2020
vegetable,parsnips,all_varieties,0.96,kg,11,2020
vegetable,tomatoes,round,1.36,kg,11,2020
vegetable,tomatoes,cherry,2.68,kg,11,2020
cut_flowers,tulips,tulips,0.22,stem,11,2020
fruit,apples,bramleys_seedling,1,kg,11,2020
fruit,apples,coxs_orange_group,1.02,kg,11,2020
fruit,apples,egremont_russet,1.56,kg,11,2020
fruit,apples,braeburn,0.85,kg,11,2020
fruit,apples,gala,0.88,kg,11,2020
fruit,apples,other_late_season,0.98,kg,11,2020
fruit,pears,conference,0.94,kg,11,2020
fruit,pears,doyenne_du_comice,1.02,kg,11,2020
fruit,pears,other,0.67,kg,11,2020
fruit,strawberries,strawberries,7.09,kg,11,2020
vegetable,beetroot,beetroot,0.45,kg,11,2020
vegetable,brussels_sprouts,brussels_sprouts,0.76,kg,11,2020
vegetable,pak_choi,pak_choi,2.51,kg,11,2020
vegetable,curly_kale,curly_kale,2.5,kg,11,2020
vegetable,cabbage,red,0.39,kg,11,2020
vegetable,cabbage,savoy,0.49,head,11,2020
vegetable,spring_greens,prepacked,0.81,kg,11,2020
vegetable,cabbage,summer_autumn_pointed,0.57,kg,11,2020
vegetable,cabbage,white,0.35,kg,11,2020
vegetable,cabbage,round_green_other,0.49,head,11,2020
vegetable,calabrese,calabrese,1.02,kg,11,2020
vegetable,capsicum,green,0.69,kg,11,2020
vegetable,capsicum,red,0.9,kg,11,2020
vegetable,carrots,topped_washed,0.48,kg,11,2020
vegetable,cauliflower,all,0.5,head,11,2020
vegetable,celery,all_washed,0.69,kg,11,2020
vegetable,celeriac,celeriac,0.74,kg,11,2020
vegetable,chinese_leaf,chinese_leaf,0.98,kg,11,2020
vegetable,coriander,coriander,1.06,kg,11,2020
vegetable,leeks,trimmed,1.15,kg,11,2020
vegetable,lettuce,butterhead_indoor,0.38,head,11,2020
vegetable,lettuce,cos,0.52,head,11,2020
vegetable,lettuce,little_gem,0.69,twin,11,2020
vegetable,onion,bulb_brown,0.4,kg,11,2020
vegetable,onion,bulb_red,0.52,kg,11,2020
vegetable,onion,saladspring,0.21,kg,11,2020
vegetable,swede,swede,0.23,kg,11,2020
vegetable,turnip,turnip,1.21,kg,11,2020
vegetable,parsnips,all_varieties,0.95,kg,11,2020
vegetable,spinach_leaf,loose_bunches,1.06,kg,11,2020
vegetable,tomatoes,round,1.11,kg,11,2020
vegetable,tomatoes,vine,1.4,kg,11,2020
vegetable,tomatoes,cherry,2.32,kg,11,2020
fruit,apples,bramleys_seedling,0.96,kg,11,2020
fruit,apples,coxs_orange_group,0.97,kg,11,2020
fruit,apples,egremont_russet,1.29,kg,11,2020
fruit,apples,braeburn,0.82,kg,11,2020
fruit,apples,gala,0.88,kg,11,2020
fruit,apples,other_early_season,0.78,kg,11,2020
fruit,apples,other_late_season,0.94,kg,11,2020
fruit,blackberries,blackberries,3.5,kg,11,2020
fruit,pears,conference,0.71,kg,11,2020
fruit,pears,doyenne_du_comice,0.85,kg,11,2020
fruit,strawberries,strawberries,5.98,kg,11,2020
vegetable,beetroot,beetroot,0.49,kg,11,2020
vegetable,brussels_sprouts,brussels_sprouts,0.8,kg,11,2020
vegetable,pak_choi,pak_choi,2.62,kg,11,2020
vegetable,curly_kale,curly_kale,2.64,kg,11,2020
vegetable,cabbage,red,0.37,kg,11,2020
vegetable,cabbage,savoy,0.49,head,11,2020
vegetable,spring_greens,prepacked,0.79,kg,11,2020
vegetable,cabbage,summer_autumn_pointed,0.58,kg,11,2020
vegetable,cabbage,white,0.37,kg,11,2020
vegetable,cabbage,round_green_other,0.47,head,11,2020
vegetable,calabrese,calabrese,1.07,kg,11,2020
vegetable,capsicum,green,0.56,kg,11,2020
vegetable,capsicum,red,0.6,kg,11,2020
vegetable,carrots,topped_washed,0.5,kg,11,2020
vegetable,cauliflower,all,0.56,head,11,2020
vegetable,celery,all_washed,0.78,kg,11,2020
vegetable,celeriac,celeriac,0.81,kg,11,2020
vegetable,chinese_leaf,chinese_leaf,0.84,kg,11,2020
vegetable,coriander,coriander,1.11,kg,11,2020
vegetable,cucumbers,cucumbers,0.87,kg,11,2020
vegetable,leeks,trimmed,1.17,kg,11,2020
vegetable,lettuce,butterhead_indoor,0.38,head,11,2020
vegetable,lettuce,cos,0.53,head,11,2020
vegetable,lettuce,little_gem,0.7,twin,11,2020
vegetable,onion,bulb_brown,0.37,kg,11,2020
vegetable,onion,bulb_red,0.52,kg,11,2020
vegetable,onion,saladspring,0.32,kg,11,2020
vegetable,swede,swede,0.23,kg,11,2020
vegetable,turnip,turnip,1.32,kg,11,2020
vegetable,parsnips,all_varieties,1.04,kg,11,2020
vegetable,spinach_leaf,loose_bunches,1.14,kg,11,2020
vegetable,tomatoes,round,0.64,kg,11,2020
vegetable,tomatoes,vine,1.78,kg,11,2020
vegetable,tomatoes,cherry,1.03,kg,11,2020
cut_flowers,gladioli,all_varieties,0.1,stem,11,2020
fruit,apples,bramleys_seedling,0.94,kg,11,2020
fruit,apples,coxs_orange_group,0.93,kg,11,2020
fruit,apples,egremont_russet,1.22,kg,11,2020
fruit,apples,braeburn,0.86,kg,11,2020
fruit,apples,gala,0.92,kg,11,2020
fruit,apples,other_late_season,0.83,kg,11,2020
fruit,pears,conference,0.75,kg,11,2020
fruit,pears,doyenne_du_comice,0.99,kg,11,2020
fruit,raspberries,raspberries,11.8,kg,11,2020
fruit,strawberries,strawberries,5.25,kg,11,2020
vegetable,beans,runner_climbing,2.53,kg,11,2020
vegetable,beetroot,beetroot,0.49,kg,11,2020
vegetable,brussels_sprouts,brussels_sprouts,0.85,kg,11,2020
vegetable,pak_choi,pak_choi,2.36,kg,11,2020
vegetable,curly_kale,curly_kale,2.6,kg,11,2020
vegetable,cabbage,red,0.37,kg,11,2020
vegetable,cabbage,savoy,0.49,head,11,2020
vegetable,spring_greens,prepacked,0.79,kg,11,2020
vegetable,cabbage,summer_autumn_pointed,0.58,kg,11,2020
vegetable,cabbage,white,0.35,kg,11,2020
vegetable,cabbage,round_green_other,0.44,head,11,2020
vegetable,calabrese,calabrese,1.17,kg,11,2020
vegetable,capsicum,green,0.6,kg,11,2020
vegetable,capsicum,red,0.66,kg,11,2020
vegetable,carrots,topped_washed,0.5,kg,11,2020
vegetable,cauliflower,all,0.61,head,11,2020
vegetable,celery,all_washed,0.79,kg,11,2020
vegetable,celeriac,celeriac,0.8,kg,11,2020
vegetable,chinese_leaf,chinese_leaf,0.98,kg,11,2020
vegetable,coriander,coriander,1.87,kg,11,2020
vegetable,cucumbers,cucumbers,0.88,kg,11,2020
vegetable,leeks,trimmed,1.22,kg,11,2020
vegetable,lettuce,butterhead_indoor,0.39,head,11,2020
vegetable,lettuce,cos,0.6,head,11,2020
vegetable,lettuce,crisp_iceberg_type,0.56,head,11,2020
vegetable,lettuce,little_gem,0.73,twin,11,2020
vegetable,onion,bulb_brown,0.4,kg,11,2020
vegetable,onion,bulb_red,0.51,kg,11,2020
vegetable,onion,saladspring,0.33,kg,11,2020
vegetable,swede,swede,0.23,kg,11,2020
vegetable,turnip,turnip,1.4,kg,11,2020
vegetable,parsnips,all_varieties,1.05,kg,11,2020
vegetable,rhubarb,outdoor,1.42,kg,11,2020
vegetable,spinach_leaf,loose_bunches,1.03,kg,11,2020
vegetable,sweetcorn,sweetcorn,0.2,head,11,2020
vegetable,tomatoes,round,0.79,kg,11,2020
vegetable,tomatoes,vine,1.73,kg,11,2020
vegetable,tomatoes,cherry,1.05,kg,11,2020
cut_flowers,gladioli,all_varieties,0.11,stem,11,2020
cut_flowers,tulips,tulips,0.2,stem,11,2020
fruit,apples,bramleys_seedling,0.99,kg,10,2020
fruit,apples,coxs_orange_group,0.9,kg,10,2020
fruit,apples,egremont_russet,1.34,kg,10,2020
fruit,apples,braeburn,0.93,kg,10,2020
fruit,apples,gala,0.96,kg,10,2020
fruit,apples,other_late_season,0.9,kg,10,2020
fruit,blackberries,blackberries,12,kg,10,2020
fruit,blueberries,blueberries,11.2,kg,10,2020
fruit,pears,conference,0.92,kg,10,2020
fruit,pears,doyenne_du_comice,0.94,kg,10,2020
fruit,raspberries,raspberries,10.31,kg,10,2020
fruit,strawberries,strawberries,4.08,kg,10,2020
vegetable,beans,broad,1.51,kg,10,2020
vegetable,beetroot,beetroot,0.47,kg,10,2020
vegetable,brussels_sprouts,brussels_sprouts,0.87,kg,10,2020
vegetable,pak_choi,pak_choi,2.37,kg,10,2020
vegetable,curly_kale,curly_kale,2.75,kg,10,2020
vegetable,cabbage,red,0.35,kg,10,2020
vegetable,cabbage,savoy,0.47,head,10,2020
vegetable,spring_greens,prepacked,0.8,kg,10,2020
vegetable,cabbage,summer_autumn_pointed,0.58,kg,10,2020
vegetable,cabbage,white,0.33,kg,10,2020
vegetable,cabbage,round_green_other,0.47,head,10,2020
vegetable,calabrese,calabrese,1.19,kg,10,2020
vegetable,capsicum,red,0.9,kg,10,2020
vegetable,capsicum,elongated,1.2,kg,10,2020
vegetable,carrots,topped_washed,0.5,kg,10,2020
vegetable,cauliflower,all,0.67,head,10,2020
vegetable,celery,all_washed,0.77,kg,10,2020
vegetable,celeriac,celeriac,0.66,kg,10,2020
vegetable,chinese_leaf,chinese_leaf,0.99,kg,10,2020
vegetable,coriander,coriander,1.14,kg,10,2020
vegetable,cucumbers,cucumbers,1.12,kg,10,2020
vegetable,leeks,trimmed,1.25,kg,10,2020
vegetable,lettuce,butterhead_indoor,0.38,head,10,2020
vegetable,lettuce,cos,0.59,head,10,2020
vegetable,lettuce,crisp_iceberg_type,0.58,head,10,2020
vegetable,lettuce,little_gem,0.7,twin,10,2020
vegetable,rocket,rocket,5.12,kg,10,2020
vegetable,mixed_babyleaf_salad,pillow_pack,5.73,kg,10,2020
vegetable,onion,bulb_brown,0.4,kg,10,2020
vegetable,onion,bulb_red,0.53,kg,10,2020
vegetable,onion,saladspring,0.34,kg,10,2020
vegetable,swede,swede,0.23,kg,10,2020
vegetable,turnip,turnip,1.54,kg,10,2020
vegetable,parsnips,all_varieties,1.03,kg,10,2020
vegetable,rhubarb,outdoor,1.42,kg,10,2020
vegetable,spinach_leaf,loose_bunches,1.31,kg,10,2020
vegetable,sweetcorn,sweetcorn,0.32,head,10,2020
vegetable,tomatoes,round,0.83,kg,10,2020
vegetable,tomatoes,vine,1.69,kg,10,2020
vegetable,tomatoes,plum,2.4,kg,10,2020
cut_flowers,gladioli,all_varieties,0.2,stem,10,2020
fruit,apples,bramleys_seedling,0.92,kg,10,2020
fruit,apples,coxs_orange_group,0.93,kg,10,2020
fruit,apples,egremont_russet,1.27,kg,10,2020
fruit,apples,braeburn,0.93,kg,10,2020
fruit,apples,gala,0.98,kg,10,2020
fruit,apples,other_early_season,0.64,kg,10,2020
fruit,apples,other_mid_season,0.7,kg,10,2020
fruit,apples,other_late_season,0.82,kg,10,2020
fruit,blueberries,blueberries,7.6,kg,10,2020
fruit,pears,conference,0.87,kg,10,2020
fruit,pears,doyenne_du_comice,0.99,kg,10,2020
fruit,raspberries,raspberries,9,kg,10,2020
fruit,strawberries,strawberries,5.1,kg,10,2020
vegetable,beans,broad,1.35,kg,10,2020
vegetable,beans,dwarf_french_or_kidney,2.46,kg,10,2020
vegetable,beans,runner_climbing,1.95,kg,10,2020
vegetable,beetroot,beetroot,0.48,kg,10,2020
vegetable,brussels_sprouts,brussels_sprouts,0.86,kg,10,2020
vegetable,pak_choi,pak_choi,2.37,kg,10,2020
vegetable,curly_kale,curly_kale,2.81,kg,10,2020
vegetable,cabbage,red,0.36,kg,10,2020
vegetable,cabbage,savoy,0.47,head,10,2020
vegetable,spring_greens,prepacked,0.81,kg,10,2020
vegetable,cabbage,summer_autumn_pointed,0.56,kg,10,2020
vegetable,cabbage,white,0.33,kg,10,2020
vegetable,cabbage,round_green_other,0.47,head,10,2020
